Datetime,_id,Datetime,Date,Settlement_period,Capacity,Wind_Forecast,ForecastDatetime
2024-10-26 21:00:00,218,2024-10-26T21:00:00,2024-10-26,45,21347,15003,2024-10-22T08:00:19
2024-10-26 21:30:00,219,2024-10-26T21:30:00,2024-10-26,46,21347,14957,2024-10-22T08:00:19
2024-10-26 22:00:00,220,2024-10-26T22:00:00,2024-10-26,47,21347,14907,2024-10-22T08:00:19
2024-10-26 22:30:00,221,2024-10-26T22:30:00,2024-10-26,48,21347,14854,2024-10-22T08:00:19
2024-10-26 23:00:00,222,2024-10-26T23:00:00,2024-10-27,1,21347,14797,2024-10-22T08:00:19
2024-10-26 23:30:00,223,2024-10-26T23:30:00,2024-10-27,2,21347,14737,2024-10-22T08:00:19
2024-10-27 00:00:00,224,2024-10-27T00:00:00,2024-10-27,3,21347,14704,2024-10-22T08:00:19
2024-10-27 00:30:00,225,2024-10-27T00:30:00,2024-10-27,4,21347,14698,2024-10-22T08:00:19
2024-10-27 01:00:00,226,2024-10-27T01:00:00,2024-10-27,5,21347,14692,2024-10-22T08:00:19
2024-10-27 01:30:00,227,2024-10-27T01:30:00,2024-10-27,6,21347,14684,2024-10-22T08:00:19
2024-10-27 02:00:00,228,2024-10-27T02:00:00,2024-10-27,7,21347,14676,2024-10-22T08:00:19
2024-10-27 02:30:00,229,2024-10-27T02:30:00,2024-10-27,8,21347,14667,2024-10-22T08:00:19
2024-10-27 03:00:00,230,2024-10-27T03:00:00,2024-10-27,9,21347,14690,2024-10-22T08:00:19
2024-10-27 03:30:00,231,2024-10-27T03:30:00,2024-10-27,10,21347,14744,2024-10-22T08:00:19
2024-10-27 04:00:00,232,2024-10-27T04:00:00,2024-10-27,11,21347,14797,2024-10-22T08:00:19
2024-10-27 04:30:00,233,2024-10-27T04:30:00,2024-10-27,12,21347,14848,2024-10-22T08:00:19
2024-10-27 05:00:00,234,2024-10-27T05:00:00,2024-10-27,13,21347,14897,2024-10-22T08:00:19
2024-10-27 05:30:00,235,2024-10-27T05:30:00,2024-10-27,14,21347,14945,2024-10-22T08:00:19
2024-10-27 06:00:00,236,2024-10-27T06:00:00,2024-10-27,15,21347,15009,2024-10-22T08:00:19
2024-10-27 06:30:00,237,2024-10-27T06:30:00,2024-10-27,16,21347,15091,2024-10-22T08:00:19
2024-10-27 07:00:00,238,2024-10-27T07:00:00,2024-10-27,17,21347,15169,2024-10-22T08:00:19
2024-10-27 07:30:00,239,2024-10-27T07:30:00,2024-10-27,18,21347,15245,2024-10-22T08:00:19
2024-10-27 08:00:00,240,2024-10-27T08:00:00,2024-10-27,19,21347,15317,2024-10-22T08:00:19
2024-10-27 08:30:00,241,2024-10-27T08:30:00,2024-10-27,20,21347,15386,2024-10-22T08:00:19
2024-10-27 09:00:00,242,2024-10-27T09:00:00,2024-10-27,21,21347,15489,2024-10-22T08:00:19
2024-10-27 09:30:00,243,2024-10-27T09:30:00,2024-10-27,22,21347,15627,2024-10-22T08:00:19
2024-10-27 10:00:00,244,2024-10-27T10:00:00,2024-10-27,23,21347,15759,2024-10-22T08:00:19
2024-10-27 10:30:00,245,2024-10-27T10:30:00,2024-10-27,24,21347,15888,2024-10-22T08:00:19
2024-10-27 11:00:00,246,2024-10-27T11:00:00,2024-10-27,25,21347,16011,2024-10-22T08:00:19
2024-10-27 11:30:00,247,2024-10-27T11:30:00,2024-10-27,26,21347,16130,2024-10-22T08:00:19
2024-10-27 12:00:00,248,2024-10-27T12:00:00,2024-10-27,27,21347,16221,2024-10-22T08:00:19
2024-10-27 12:30:00,249,2024-10-27T12:30:00,2024-10-27,28,21347,16285,2024-10-22T08:00:19
2024-10-27 13:00:00,250,2024-10-27T13:00:00,2024-10-27,29,21347,16345,2024-10-22T08:00:19
2024-10-27 13:30:00,251,2024-10-27T13:30:00,2024-10-27,30,21347,16401,2024-10-22T08:00:19
2024-10-27 14:00:00,252,2024-10-27T14:00:00,2024-10-27,31,21347,16453,2024-10-22T08:00:19
2024-10-27 14:30:00,253,2024-10-27T14:30:00,2024-10-27,32,21347,16502,2024-10-22T08:00:19
2024-10-27 15:00:00,254,2024-10-27T15:00:00,2024-10-27,33,21347,16539,2024-10-22T08:00:19
2024-10-27 15:30:00,255,2024-10-27T15:30:00,2024-10-27,34,21347,16565,2024-10-22T08:00:19
2024-10-27 16:00:00,256,2024-10-27T16:00:00,2024-10-27,35,21347,16587,2024-10-22T08:00:19
2024-10-27 16:30:00,257,2024-10-27T16:30:00,2024-10-27,36,21347,16605,2024-10-22T08:00:19
2024-10-27 17:00:00,258,2024-10-27T17:00:00,2024-10-27,37,21347,16620,2024-10-22T08:00:19
2024-10-27 17:30:00,259,2024-10-27T17:30:00,2024-10-27,38,21347,16631,2024-10-22T08:00:19
2024-10-27 18:00:00,260,2024-10-27T18:00:00,2024-10-27,39,21347,16676,2024-10-22T08:00:19
2024-10-27 18:30:00,261,2024-10-27T18:30:00,2024-10-27,40,21347,16755,2024-10-22T08:00:19
2024-10-27 19:00:00,262,2024-10-27T19:00:00,2024-10-27,41,21347,16831,2024-10-22T08:00:19
2024-10-27 19:30:00,263,2024-10-27T19:30:00,2024-10-27,42,21347,16905,2024-10-22T08:00:19
2024-10-27 20:00:00,264,2024-10-27T20:00:00,2024-10-27,43,21347,16977,2024-10-22T08:00:19
2024-10-27 20:30:00,265,2024-10-27T20:30:00,2024-10-27,44,21347,17046,2024-10-22T08:00:19
2024-10-27 21:00:00,266,2024-10-27T21:00:00,2024-10-27,45,21347,17067,2024-10-22T08:00:19
2024-10-27 21:30:00,267,2024-10-27T21:30:00,2024-10-27,46,21347,17039,2024-10-22T08:00:19
2024-10-27 22:00:00,268,2024-10-27T22:00:00,2024-10-27,47,21347,17009,2024-10-22T08:00:19
2024-10-27 22:30:00,269,2024-10-27T22:30:00,2024-10-27,48,21347,16977,2024-10-22T08:00:19
2024-10-27 23:00:00,270,2024-10-27T23:00:00,2024-10-27,49,21347,16943,2024-10-22T08:00:19
2024-10-27 23:30:00,271,2024-10-27T23:30:00,2024-10-27,50,21347,16907,2024-10-22T08:00:19
2024-10-28 00:00:00,272,2024-10-28T00:00:00,2024-10-28,1,21347,16885,2024-10-22T08:00:19
2024-10-28 00:30:00,273,2024-10-28T00:30:00,2024-10-28,2,21347,16878,2024-10-22T08:00:19
2024-10-28 01:00:00,274,2024-10-28T01:00:00,2024-10-28,3,21347,16869,2024-10-22T08:00:19
2024-10-28 01:30:00,275,2024-10-28T01:30:00,2024-10-28,4,21347,16861,2024-10-22T08:00:19
2024-10-28 02:00:00,276,2024-10-28T02:00:00,2024-10-28,5,21347,16851,2024-10-22T08:00:19
2024-10-28 02:30:00,277,2024-10-28T02:30:00,2024-10-28,6,21347,16841,2024-10-22T08:00:19
2024-10-28 03:00:00,278,2024-10-28T03:00:00,2024-10-28,7,21347,16791,2024-10-22T08:00:19
2024-10-28 03:30:00,279,2024-10-28T03:30:00,2024-10-28,8,21347,16701,2024-10-22T08:00:19
2024-10-28 04:00:00,280,2024-10-28T04:00:00,2024-10-28,9,21347,16609,2024-10-22T08:00:19
2024-10-28 04:30:00,281,2024-10-28T04:30:00,2024-10-28,10,21347,16514,2024-10-22T08:00:19
2024-10-28 05:00:00,282,2024-10-28T05:00:00,2024-10-28,11,21347,16417,2024-10-22T08:00:19
2024-10-28 05:30:00,283,2024-10-28T05:30:00,2024-10-28,12,21347,16317,2024-10-22T08:00:19
2024-10-28 06:00:00,284,2024-10-28T06:00:00,2024-10-28,13,21347,16272,2024-10-22T08:00:19
2024-10-28 06:30:00,285,2024-10-28T06:30:00,2024-10-28,14,21347,16282,2024-10-22T08:00:19
2024-10-28 07:00:00,286,2024-10-28T07:00:00,2024-10-28,15,21347,16291,2024-10-22T08:00:19
2024-10-28 07:30:00,287,2024-10-28T07:30:00,2024-10-28,16,21347,16300,2024-10-22T08:00:19
2024-10-28 08:00:00,288,2024-10-28T08:00:00,2024-10-28,17,21347,16307,2024-10-22T08:00:19
2024-10-28 08:30:00,289,2024-10-28T08:30:00,2024-10-28,18,21347,16314,2024-10-22T08:00:19
2024-10-28 09:00:00,290,2024-10-28T09:00:00,2024-10-28,19,21347,16321,2024-10-22T08:00:19
2024-10-28 09:30:00,291,2024-10-28T09:30:00,2024-10-28,20,21347,16329,2024-10-22T08:00:19
2024-10-28 10:00:00,292,2024-10-28T10:00:00,2024-10-28,21,21347,16334,2024-10-22T08:00:19
2024-10-28 10:30:00,293,2024-10-28T10:30:00,2024-10-28,22,21347,16336,2024-10-22T08:00:19
2024-10-28 11:00:00,294,2024-10-28T11:00:00,2024-10-28,23,21347,16334,2024-10-22T08:00:19
2024-10-28 11:30:00,295,2024-10-28T11:30:00,2024-10-28,24,21347,16330,2024-10-22T08:00:19
2024-10-28 12:00:00,296,2024-10-28T12:00:00,2024-10-28,25,21347,16332,2024-10-22T08:00:19
2024-10-28 12:30:00,297,2024-10-28T12:30:00,2024-10-28,26,21347,16340,2024-10-22T08:00:19
2024-10-28 13:00:00,298,2024-10-28T13:00:00,2024-10-28,27,21347,16347,2024-10-22T08:00:19
2024-10-28 13:30:00,299,2024-10-28T13:30:00,2024-10-28,28,21347,16354,2024-10-22T08:00:19
2024-10-28 14:00:00,300,2024-10-28T14:00:00,2024-10-28,29,21347,16359,2024-10-22T08:00:19
2024-10-28 14:30:00,301,2024-10-28T14:30:00,2024-10-28,30,21347,16363,2024-10-22T08:00:19
2024-10-28 15:00:00,302,2024-10-28T15:00:00,2024-10-28,31,21347,16289,2024-10-22T08:00:19
2024-10-28 15:30:00,303,2024-10-28T15:30:00,2024-10-28,32,21347,16135,2024-10-22T08:00:19
2024-10-28 16:00:00,304,2024-10-28T16:00:00,2024-10-28,33,21347,15979,2024-10-22T08:00:19
2024-10-28 16:30:00,305,2024-10-28T16:30:00,2024-10-28,34,21347,15819,2024-10-22T08:00:19
2024-10-28 17:00:00,306,2024-10-28T17:00:00,2024-10-28,35,21347,15656,2024-10-22T08:00:19
2024-10-28 17:30:00,307,2024-10-28T17:30:00,2024-10-28,36,21347,15491,2024-10-22T08:00:19
2024-10-28 18:00:00,308,2024-10-28T18:00:00,2024-10-28,37,21347,15409,2024-10-22T08:00:19
2024-10-28 18:30:00,309,2024-10-28T18:30:00,2024-10-28,38,21347,15410,2024-10-22T08:00:19
2024-10-28 19:00:00,310,2024-10-28T19:00:00,2024-10-28,39,21347,15410,2024-10-22T08:00:19
2024-10-28 19:30:00,311,2024-10-28T19:30:00,2024-10-28,40,21347,15408,2024-10-22T08:00:19
2024-10-28 20:00:00,312,2024-10-28T20:00:00,2024-10-28,41,21347,15406,2024-10-22T08:00:19
2024-10-28 20:30:00,313,2024-10-28T20:30:00,2024-10-28,42,21347,15402,2024-10-22T08:00:19
2024-10-28 21:00:00,314,2024-10-28T21:00:00,2024-10-28,43,21347,15347,2024-10-22T08:00:19
2024-10-28 21:30:00,315,2024-10-28T21:30:00,2024-10-28,44,21347,15239,2024-10-22T08:00:19
2024-10-28 22:00:00,316,2024-10-28T22:00:00,2024-10-28,45,21347,15128,2024-10-22T08:00:19
2024-10-28 22:30:00,317,2024-10-28T22:30:00,2024-10-28,46,21347,15013,2024-10-22T08:00:19
2024-10-28 23:00:00,318,2024-10-28T23:00:00,2024-10-28,47,21347,14894,2024-10-22T08:00:19
2024-10-28 23:30:00,319,2024-10-28T23:30:00,2024-10-28,48,21347,14771,2024-10-22T08:00:19
2024-10-29 00:00:00,320,2024-10-29T00:00:00,2024-10-29,1,21347,14723,2024-10-22T08:00:19
2024-10-29 00:30:00,321,2024-10-29T00:30:00,2024-10-29,2,21347,14749,2024-10-22T08:00:19
2024-10-29 01:00:00,322,2024-10-29T01:00:00,2024-10-29,3,21347,14776,2024-10-22T08:00:19
2024-10-29 01:30:00,323,2024-10-29T01:30:00,2024-10-29,4,21347,14801,2024-10-22T08:00:19
2024-10-29 02:00:00,324,2024-10-29T02:00:00,2024-10-29,5,21347,14826,2024-10-22T08:00:19
2024-10-29 02:30:00,325,2024-10-29T02:30:00,2024-10-29,6,21347,14850,2024-10-22T08:00:19
2024-10-29 03:00:00,326,2024-10-29T03:00:00,2024-10-29,7,21347,14785,2024-10-22T08:00:19
2024-10-29 03:30:00,327,2024-10-29T03:30:00,2024-10-29,8,21347,14631,2024-10-22T08:00:19
2024-10-29 04:00:00,328,2024-10-29T04:00:00,2024-10-29,9,21347,14472,2024-10-22T08:00:19
2024-10-29 04:30:00,329,2024-10-29T04:30:00,2024-10-29,10,21347,14308,2024-10-22T08:00:19
2024-10-29 05:00:00,330,2024-10-29T05:00:00,2024-10-29,11,21347,14138,2024-10-22T08:00:19
2024-10-29 05:30:00,331,2024-10-29T05:30:00,2024-10-29,12,21347,13964,2024-10-22T08:00:19
2024-10-29 06:00:00,332,2024-10-29T06:00:00,2024-10-29,13,21347,13888,2024-10-22T08:00:19
2024-10-29 06:30:00,333,2024-10-29T06:30:00,2024-10-29,14,21347,13913,2024-10-22T08:00:19
2024-10-29 07:00:00,334,2024-10-29T07:00:00,2024-10-29,15,21347,13937,2024-10-22T08:00:19
2024-10-29 07:30:00,335,2024-10-29T07:30:00,2024-10-29,16,21347,13960,2024-10-22T08:00:19
2024-10-29 08:00:00,336,2024-10-29T08:00:00,2024-10-29,17,21347,13983,2024-10-22T08:00:19
2024-10-29 08:30:00,337,2024-10-29T08:30:00,2024-10-29,18,21347,14006,2024-10-22T08:00:19
2024-10-29 09:00:00,338,2024-10-29T09:00:00,2024-10-29,19,21347,13940,2024-10-22T08:00:19
2024-10-29 09:30:00,339,2024-10-29T09:30:00,2024-10-29,20,21347,13785,2024-10-22T08:00:19
2024-10-29 10:00:00,340,2024-10-29T10:00:00,2024-10-29,21,21347,13624,2024-10-22T08:00:19
2024-10-29 10:30:00,341,2024-10-29T10:30:00,2024-10-29,22,21347,13456,2024-10-22T08:00:19
2024-10-29 11:00:00,342,2024-10-29T11:00:00,2024-10-29,23,21347,13281,2024-10-22T08:00:19
2024-10-29 11:30:00,343,2024-10-29T11:30:00,2024-10-29,24,21347,13100,2024-10-22T08:00:19
2024-10-29 12:00:00,344,2024-10-29T12:00:00,2024-10-29,25,21347,13021,2024-10-22T08:00:19
2024-10-29 12:30:00,345,2024-10-29T12:30:00,2024-10-29,26,21347,13044,2024-10-22T08:00:19
2024-10-29 13:00:00,346,2024-10-29T13:00:00,2024-10-29,27,21347,13067,2024-10-22T08:00:19
2024-10-29 13:30:00,347,2024-10-29T13:30:00,2024-10-29,28,21347,13089,2024-10-22T08:00:19
2024-10-29 14:00:00,348,2024-10-29T14:00:00,2024-10-29,29,21347,13110,2024-10-22T08:00:19
2024-10-29 14:30:00,349,2024-10-29T14:30:00,2024-10-29,30,21347,13131,2024-10-22T08:00:19
2024-10-29 15:00:00,350,2024-10-29T15:00:00,2024-10-29,31,21347,12972,2024-10-22T08:00:19
2024-10-29 15:30:00,351,2024-10-29T15:30:00,2024-10-29,32,21347,12633,2024-10-22T08:00:19
2024-10-29 16:00:00,352,2024-10-29T16:00:00,2024-10-29,33,21347,12283,2024-10-22T08:00:19
2024-10-29 16:30:00,353,2024-10-29T16:30:00,2024-10-29,34,21347,11921,2024-10-22T08:00:19
2024-10-29 17:00:00,354,2024-10-29T17:00:00,2024-10-29,35,21347,11549,2024-10-22T08:00:19
2024-10-29 17:30:00,355,2024-10-29T17:30:00,2024-10-29,36,21347,11167,2024-10-22T08:00:19
2024-10-29 18:00:00,356,2024-10-29T18:00:00,2024-10-29,37,21347,10826,2024-10-22T08:00:19
2024-10-29 18:30:00,357,2024-10-29T18:30:00,2024-10-29,38,21347,10527,2024-10-22T08:00:19
2024-10-29 19:00:00,358,2024-10-29T19:00:00,2024-10-29,39,21347,10223,2024-10-22T08:00:19
2024-10-29 19:30:00,359,2024-10-29T19:30:00,2024-10-29,40,21347,9914,2024-10-22T08:00:19
2024-10-29 20:00:00,360,2024-10-29T20:00:00,2024-10-29,41,21347,9602,2024-10-22T08:00:19
2024-10-29 20:30:00,361,2024-10-29T20:30:00,2024-10-29,42,21347,9288,2024-10-22T08:00:19
2024-10-29 21:00:00,362,2024-10-29T21:00:00,2024-10-29,43,21347,8972,2024-10-22T08:00:19
2024-10-29 21:30:00,363,2024-10-29T21:30:00,2024-10-29,44,21347,8654,2024-10-22T08:00:19
2024-10-29 22:00:00,364,2024-10-29T22:00:00,2024-10-29,45,21347,8338,2024-10-22T08:00:19
2024-10-29 22:30:00,365,2024-10-29T22:30:00,2024-10-29,46,21347,8023,2024-10-22T08:00:19
2024-10-29 23:00:00,366,2024-10-29T23:00:00,2024-10-29,47,21347,7727,2024-10-22T08:00:19
2024-10-29 23:30:00,367,2024-10-29T23:30:00,2024-10-29,48,21347,7452,2024-10-22T08:00:19
2024-10-30 00:00:00,368,2024-10-30T00:00:00,2024-10-30,1,21347,7344,2024-10-22T08:00:19
2024-10-30 00:30:00,369,2024-10-30T00:30:00,2024-10-30,2,21347,7404,2024-10-22T08:00:19
2024-10-30 01:00:00,370,2024-10-30T01:00:00,2024-10-30,3,21347,7465,2024-10-22T08:00:19
2024-10-30 01:30:00,371,2024-10-30T01:30:00,2024-10-30,4,21347,7525,2024-10-22T08:00:19
2024-10-30 02:00:00,372,2024-10-30T02:00:00,2024-10-30,5,21347,7586,2024-10-22T08:00:19
2024-10-30 02:30:00,373,2024-10-30T02:30:00,2024-10-30,6,21347,7648,2024-10-22T08:00:19
2024-10-30 03:00:00,374,2024-10-30T03:00:00,2024-10-30,7,21347,7710,2024-10-22T08:00:19
2024-10-30 03:30:00,375,2024-10-30T03:30:00,2024-10-30,8,21347,7771,2024-10-22T08:00:19
2024-10-30 04:00:00,376,2024-10-30T04:00:00,2024-10-30,9,21347,7833,2024-10-22T08:00:19
2024-10-30 04:30:00,377,2024-10-30T04:30:00,2024-10-30,10,21347,7896,2024-10-22T08:00:19
2024-10-30 05:00:00,378,2024-10-30T05:00:00,2024-10-30,11,21347,7958,2024-10-22T08:00:19
2024-10-30 05:30:00,379,2024-10-30T05:30:00,2024-10-30,12,21347,8021,2024-10-22T08:00:19
2024-10-30 06:00:00,380,2024-10-30T06:00:00,2024-10-30,13,21347,8062,2024-10-22T08:00:19
2024-10-30 06:30:00,381,2024-10-30T06:30:00,2024-10-30,14,21347,8080,2024-10-22T08:00:19
2024-10-30 07:00:00,382,2024-10-30T07:00:00,2024-10-30,15,21347,8098,2024-10-22T08:00:19
2024-10-30 07:30:00,383,2024-10-30T07:30:00,2024-10-30,16,21347,8117,2024-10-22T08:00:19
2024-10-30 08:00:00,384,2024-10-30T08:00:00,2024-10-30,17,21347,8136,2024-10-22T08:00:19
2024-10-30 08:30:00,385,2024-10-30T08:30:00,2024-10-30,18,21347,8155,2024-10-22T08:00:19
2024-10-30 09:00:00,386,2024-10-30T09:00:00,2024-10-30,19,21347,8174,2024-10-22T08:00:19
2024-10-30 09:30:00,387,2024-10-30T09:30:00,2024-10-30,20,21347,8192,2024-10-22T08:00:19
2024-10-30 10:00:00,388,2024-10-30T10:00:00,2024-10-30,21,21347,8211,2024-10-22T08:00:19
2024-10-30 10:30:00,389,2024-10-30T10:30:00,2024-10-30,22,21347,8231,2024-10-22T08:00:19
2024-10-30 11:00:00,390,2024-10-30T11:00:00,2024-10-30,23,21347,8250,2024-10-22T08:00:19
2024-10-30 11:30:00,391,2024-10-30T11:30:00,2024-10-30,24,21347,8270,2024-10-22T08:00:19
2024-10-30 12:00:00,392,2024-10-30T12:00:00,2024-10-30,25,21347,8286,2024-10-22T08:00:19
2024-10-30 12:30:00,393,2024-10-30T12:30:00,2024-10-30,26,21347,8298,2024-10-22T08:00:19
2024-10-30 13:00:00,394,2024-10-30T13:00:00,2024-10-30,27,21347,8310,2024-10-22T08:00:19
2024-10-30 13:30:00,395,2024-10-30T13:30:00,2024-10-30,28,21347,8323,2024-10-22T08:00:19
2024-10-30 14:00:00,396,2024-10-30T14:00:00,2024-10-30,29,21347,8335,2024-10-22T08:00:19
2024-10-30 14:30:00,397,2024-10-30T14:30:00,2024-10-30,30,21347,8348,2024-10-22T08:00:19
2024-10-30 15:00:00,398,2024-10-30T15:00:00,2024-10-30,31,21347,8361,2024-10-22T08:00:19
2024-10-30 15:30:00,399,2024-10-30T15:30:00,2024-10-30,32,21347,8373,2024-10-22T08:00:19
2024-10-30 16:00:00,400,2024-10-30T16:00:00,2024-10-30,33,21347,8386,2024-10-22T08:00:19
2024-10-30 16:30:00,401,2024-10-30T16:30:00,2024-10-30,34,21347,8399,2024-10-22T08:00:19
2024-10-30 17:00:00,402,2024-10-30T17:00:00,2024-10-30,35,21347,8412,2024-10-22T08:00:19
2024-10-30 17:30:00,403,2024-10-30T17:30:00,2024-10-30,36,21347,8424,2024-10-22T08:00:19
2024-10-30 18:00:00,404,2024-10-30T18:00:00,2024-10-30,37,21347,8421,2024-10-22T08:00:19
2024-10-30 18:30:00,405,2024-10-30T18:30:00,2024-10-30,38,21347,8402,2024-10-22T08:00:19
2024-10-30 19:00:00,406,2024-10-30T19:00:00,2024-10-30,39,21347,8383,2024-10-22T08:00:19
2024-10-30 19:30:00,407,2024-10-30T19:30:00,2024-10-30,40,21347,8364,2024-10-22T08:00:19
2024-10-30 20:00:00,408,2024-10-30T20:00:00,2024-10-30,41,21347,8345,2024-10-22T08:00:19
2024-10-30 20:30:00,409,2024-10-30T20:30:00,2024-10-30,42,21347,8326,2024-10-22T08:00:19
2024-10-30 21:00:00,410,2024-10-30T21:00:00,2024-10-30,43,21347,8307,2024-10-22T08:00:19
2024-10-30 21:30:00,411,2024-10-30T21:30:00,2024-10-30,44,21347,8287,2024-10-22T08:00:19
2024-10-30 22:00:00,412,2024-10-30T22:00:00,2024-10-30,45,21347,8268,2024-10-22T08:00:19
2024-10-30 22:30:00,413,2024-10-30T22:30:00,2024-10-30,46,21347,8249,2024-10-22T08:00:19
2024-10-30 23:00:00,414,2024-10-30T23:00:00,2024-10-30,47,21347,8231,2024-10-22T08:00:19
2024-10-30 23:30:00,415,2024-10-30T23:30:00,2024-10-30,48,21347,8212,2024-10-22T08:00:19
2024-10-31 00:00:00,416,2024-10-31T00:00:00,2024-10-31,1,21347,8173,2024-10-22T08:00:19
2024-10-31 00:30:00,417,2024-10-31T00:30:00,2024-10-31,2,21347,8114,2024-10-22T08:00:19
2024-10-31 01:00:00,418,2024-10-31T01:00:00,2024-10-31,3,21347,8055,2024-10-22T08:00:19
2024-10-31 01:30:00,419,2024-10-31T01:30:00,2024-10-31,4,21347,7996,2024-10-22T08:00:19
2024-10-31 02:00:00,420,2024-10-31T02:00:00,2024-10-31,5,21347,7938,2024-10-22T08:00:19
2024-10-31 02:30:00,421,2024-10-31T02:30:00,2024-10-31,6,21347,7880,2024-10-22T08:00:19
2024-10-31 03:00:00,422,2024-10-31T03:00:00,2024-10-31,7,21347,7821,2024-10-22T08:00:19
2024-10-31 03:30:00,423,2024-10-31T03:30:00,2024-10-31,8,21347,7762,2024-10-22T08:00:19
2024-10-31 04:00:00,424,2024-10-31T04:00:00,2024-10-31,9,21347,7704,2024-10-22T08:00:19
2024-10-31 04:30:00,425,2024-10-31T04:30:00,2024-10-31,10,21347,7646,2024-10-22T08:00:19
2024-10-31 05:00:00,426,2024-10-31T05:00:00,2024-10-31,11,21347,7588,2024-10-22T08:00:19
2024-10-31 05:30:00,427,2024-10-31T05:30:00,2024-10-31,12,21347,7530,2024-10-22T08:00:19
2024-10-31 06:00:00,428,2024-10-31T06:00:00,2024-10-31,13,21347,7517,2024-10-22T08:00:19
2024-10-31 06:30:00,429,2024-10-31T06:30:00,2024-10-31,14,21347,7550,2024-10-22T08:00:19
2024-10-31 07:00:00,430,2024-10-31T07:00:00,2024-10-31,15,21347,7583,2024-10-22T08:00:19
2024-10-31 07:30:00,431,2024-10-31T07:30:00,2024-10-31,16,21347,7616,2024-10-22T08:00:19
2024-10-31 08:00:00,432,2024-10-31T08:00:00,2024-10-31,17,21347,7649,2024-10-22T08:00:19
2024-10-31 08:30:00,433,2024-10-31T08:30:00,2024-10-31,18,21347,7684,2024-10-22T08:00:19
2024-10-31 09:00:00,434,2024-10-31T09:00:00,2024-10-31,19,21347,7718,2024-10-22T08:00:19
