Datetime,_id,Datetime,Date,Settlement_period,Capacity,Wind_Forecast,ForecastDatetime
2024-10-31 09:30:00,435,2024-10-31T09:30:00,2024-10-31,20,21347,7752,2024-10-22T08:00:19
2024-10-31 10:00:00,436,2024-10-31T10:00:00,2024-10-31,21,21347,7787,2024-10-22T08:00:19
2024-10-31 10:30:00,437,2024-10-31T10:30:00,2024-10-31,22,21347,7823,2024-10-22T08:00:19
2024-10-31 11:00:00,438,2024-10-31T11:00:00,2024-10-31,23,21347,7859,2024-10-22T08:00:19
2024-10-31 11:30:00,439,2024-10-31T11:30:00,2024-10-31,24,21347,7894,2024-10-22T08:00:19
2024-10-31 12:00:00,440,2024-10-31T12:00:00,2024-10-31,25,21347,7921,2024-10-22T08:00:19
2024-10-31 12:30:00,441,2024-10-31T12:30:00,2024-10-31,26,21347,7937,2024-10-22T08:00:19
2024-10-31 13:00:00,442,2024-10-31T13:00:00,2024-10-31,27,21347,7953,2024-10-22T08:00:19
2024-10-31 13:30:00,443,2024-10-31T13:30:00,2024-10-31,28,21347,7970,2024-10-22T08:00:19
2024-10-31 14:00:00,444,2024-10-31T14:00:00,2024-10-31,29,21347,7987,2024-10-22T08:00:19
2024-10-31 14:30:00,445,2024-10-31T14:30:00,2024-10-31,30,21347,8004,2024-10-22T08:00:19
2024-10-31 15:00:00,446,2024-10-31T15:00:00,2024-10-31,31,21347,8021,2024-10-22T08:00:19
2024-10-31 15:30:00,447,2024-10-31T15:30:00,2024-10-31,32,21347,8038,2024-10-22T08:00:19
2024-10-31 16:00:00,448,2024-10-31T16:00:00,2024-10-31,33,21347,8055,2024-10-22T08:00:19
2024-10-31 16:30:00,449,2024-10-31T16:30:00,2024-10-31,34,21347,8072,2024-10-22T08:00:19
2024-10-31 17:00:00,450,2024-10-31T17:00:00,2024-10-31,35,21347,8090,2024-10-22T08:00:19
2024-10-31 17:30:00,451,2024-10-31T17:30:00,2024-10-31,36,21347,8107,2024-10-22T08:00:19
2024-10-31 18:00:00,452,2024-10-31T18:00:00,2024-10-31,37,21347,8146,2024-10-22T08:00:19
2024-10-31 18:30:00,453,2024-10-31T18:30:00,2024-10-31,38,21347,8206,2024-10-22T08:00:19
2024-10-31 19:00:00,454,2024-10-31T19:00:00,2024-10-31,39,21347,8265,2024-10-22T08:00:19
2024-10-31 19:30:00,455,2024-10-31T19:30:00,2024-10-31,40,21347,8325,2024-10-22T08:00:19
2024-10-31 20:00:00,456,2024-10-31T20:00:00,2024-10-31,41,21347,8385,2024-10-22T08:00:19
2024-10-31 20:30:00,457,2024-10-31T20:30:00,2024-10-31,42,21347,8444,2024-10-22T08:00:19
2024-10-31 21:00:00,458,2024-10-31T21:00:00,2024-10-31,43,21347,8504,2024-10-22T08:00:19
2024-10-31 21:30:00,459,2024-10-31T21:30:00,2024-10-31,44,21347,8563,2024-10-22T08:00:19
2024-10-31 22:00:00,460,2024-10-31T22:00:00,2024-10-31,45,21347,8622,2024-10-22T08:00:19
2024-10-31 22:30:00,461,2024-10-31T22:30:00,2024-10-31,46,21347,8681,2024-10-22T08:00:19
2024-10-31 23:00:00,462,2024-10-31T23:00:00,2024-10-31,47,21347,8741,2024-10-22T08:00:19
2024-10-31 23:30:00,463,2024-10-31T23:30:00,2024-10-31,48,21347,8799,2024-10-22T08:00:19
2024-11-01 00:00:00,464,2024-11-01T00:00:00,2024-11-01,1,21347,8827,2024-10-22T08:00:19
2024-11-01 00:30:00,465,2024-11-01T00:30:00,2024-11-01,2,21347,8822,2024-10-22T08:00:19
2024-11-01 01:00:00,466,2024-11-01T01:00:00,2024-11-01,3,21347,8818,2024-10-22T08:00:19
2024-11-01 01:30:00,467,2024-11-01T01:30:00,2024-11-01,4,21347,8814,2024-10-22T08:00:19
2024-11-01 02:00:00,468,2024-11-01T02:00:00,2024-11-01,5,21347,8810,2024-10-22T08:00:19
2024-11-01 02:30:00,469,2024-11-01T02:30:00,2024-11-01,6,21347,8806,2024-10-22T08:00:19
2024-11-01 03:00:00,470,2024-11-01T03:00:00,2024-11-01,7,21347,8802,2024-10-22T08:00:19
2024-11-01 03:30:00,471,2024-11-01T03:30:00,2024-11-01,8,21347,8798,2024-10-22T08:00:19
2024-11-01 04:00:00,472,2024-11-01T04:00:00,2024-11-01,9,21347,8794,2024-10-22T08:00:19
2024-11-01 04:30:00,473,2024-11-01T04:30:00,2024-11-01,10,21347,8791,2024-10-22T08:00:19
2024-11-01 05:00:00,474,2024-11-01T05:00:00,2024-11-01,11,21347,8788,2024-10-22T08:00:19
2024-11-01 05:30:00,475,2024-11-01T05:30:00,2024-11-01,12,21347,8784,2024-10-22T08:00:19
2024-11-01 06:00:00,476,2024-11-01T06:00:00,2024-11-01,13,21347,8809,2024-10-22T08:00:19
2024-11-01 06:30:00,477,2024-11-01T06:30:00,2024-11-01,14,21347,8862,2024-10-22T08:00:19
2024-11-01 07:00:00,478,2024-11-01T07:00:00,2024-11-01,15,21347,8916,2024-10-22T08:00:19
2024-11-01 07:30:00,479,2024-11-01T07:30:00,2024-11-01,16,21347,8970,2024-10-22T08:00:19
2024-11-01 08:00:00,480,2024-11-01T08:00:00,2024-11-01,17,21347,9025,2024-10-22T08:00:19
2024-11-01 08:30:00,481,2024-11-01T08:30:00,2024-11-01,18,21347,9081,2024-10-22T08:00:19
2024-11-01 09:00:00,482,2024-11-01T09:00:00,2024-11-01,19,21347,9136,2024-10-22T08:00:19
2024-11-01 09:30:00,483,2024-11-01T09:30:00,2024-11-01,20,21347,9192,2024-10-22T08:00:19
2024-11-01 10:00:00,484,2024-11-01T10:00:00,2024-11-01,21,21347,9248,2024-10-22T08:00:19
2024-11-01 10:30:00,485,2024-11-01T10:30:00,2024-11-01,22,21347,9305,2024-10-22T08:00:19
2024-11-01 11:00:00,486,2024-11-01T11:00:00,2024-11-01,23,21347,9362,2024-10-22T08:00:19
2024-11-01 11:30:00,487,2024-11-01T11:30:00,2024-11-01,24,21347,9419,2024-10-22T08:00:19
2024-11-01 12:00:00,488,2024-11-01T12:00:00,2024-11-01,25,21347,9499,2024-10-22T08:00:19
2024-11-01 12:30:00,489,2024-11-01T12:30:00,2024-11-01,26,21347,9602,2024-10-22T08:00:19
2024-11-01 13:00:00,490,2024-11-01T13:00:00,2024-11-01,27,21347,9704,2024-10-22T08:00:19
2024-11-01 13:30:00,491,2024-11-01T13:30:00,2024-11-01,28,21347,9807,2024-10-22T08:00:19
2024-11-01 14:00:00,492,2024-11-01T14:00:00,2024-11-01,29,21347,9909,2024-10-22T08:00:19
2024-11-01 14:30:00,493,2024-11-01T14:30:00,2024-11-01,30,21347,10012,2024-10-22T08:00:19
2024-11-01 15:00:00,494,2024-11-01T15:00:00,2024-11-01,31,21347,10114,2024-10-22T08:00:19
2024-11-01 15:30:00,495,2024-11-01T15:30:00,2024-11-01,32,21347,10215,2024-10-22T08:00:19
2024-11-01 16:00:00,496,2024-11-01T16:00:00,2024-11-01,33,21347,10317,2024-10-22T08:00:19
2024-11-01 16:30:00,497,2024-11-01T16:30:00,2024-11-01,34,21347,10418,2024-10-22T08:00:19
2024-11-01 17:00:00,498,2024-11-01T17:00:00,2024-11-01,35,21347,10518,2024-10-22T08:00:19
2024-11-01 17:30:00,499,2024-11-01T17:30:00,2024-11-01,36,21347,10619,2024-10-22T08:00:19
2024-11-01 18:00:00,500,2024-11-01T18:00:00,2024-11-01,37,21347,10683,2024-10-22T08:00:19
2024-11-01 18:30:00,501,2024-11-01T18:30:00,2024-11-01,38,21347,10712,2024-10-22T08:00:19
2024-11-01 19:00:00,502,2024-11-01T19:00:00,2024-11-01,39,21347,10741,2024-10-22T08:00:19
2024-11-01 19:30:00,503,2024-11-01T19:30:00,2024-11-01,40,21347,10769,2024-10-22T08:00:19
2024-11-01 20:00:00,504,2024-11-01T20:00:00,2024-11-01,41,21347,10798,2024-10-22T08:00:19
2024-11-01 20:30:00,505,2024-11-01T20:30:00,2024-11-01,42,21347,10826,2024-10-22T08:00:19
2024-11-01 21:00:00,506,2024-11-01T21:00:00,2024-11-01,43,21347,10855,2024-10-22T08:00:19
2024-11-01 21:30:00,507,2024-11-01T21:30:00,2024-11-01,44,21347,10883,2024-10-22T08:00:19
2024-11-01 22:00:00,508,2024-11-01T22:00:00,2024-11-01,45,21347,10911,2024-10-22T08:00:19
2024-11-01 22:30:00,509,2024-11-01T22:30:00,2024-11-01,46,21347,10939,2024-10-22T08:00:19
2024-11-01 23:00:00,510,2024-11-01T23:00:00,2024-11-01,47,21347,10967,2024-10-22T08:00:19
2024-11-01 23:30:00,511,2024-11-01T23:30:00,2024-11-01,48,21347,10994,2024-10-22T08:00:19
2024-11-02 00:00:00,512,2024-11-02T00:00:00,2024-11-02,1,21347,10975,2024-10-22T08:00:19
2024-11-02 00:30:00,513,2024-11-02T00:30:00,2024-11-02,2,21347,10908,2024-10-22T08:00:19
2024-11-02 01:00:00,514,2024-11-02T01:00:00,2024-11-02,3,21347,10841,2024-10-22T08:00:19
2024-11-02 01:30:00,515,2024-11-02T01:30:00,2024-11-02,4,21347,10773,2024-10-22T08:00:19
2024-11-02 02:00:00,516,2024-11-02T02:00:00,2024-11-02,5,21347,10706,2024-10-22T08:00:19
2024-11-02 02:30:00,517,2024-11-02T02:30:00,2024-11-02,6,21347,10638,2024-10-22T08:00:19
2024-11-02 03:00:00,518,2024-11-02T03:00:00,2024-11-02,7,21347,10570,2024-10-22T08:00:19
2024-11-02 03:30:00,519,2024-11-02T03:30:00,2024-11-02,8,21347,10502,2024-10-22T08:00:19
2024-11-02 04:00:00,520,2024-11-02T04:00:00,2024-11-02,9,21347,10434,2024-10-22T08:00:19
2024-11-02 04:30:00,521,2024-11-02T04:30:00,2024-11-02,10,21347,10366,2024-10-22T08:00:19
2024-11-02 05:00:00,522,2024-11-02T05:00:00,2024-11-02,11,21347,10298,2024-10-22T08:00:19
2024-11-02 05:30:00,523,2024-11-02T05:30:00,2024-11-02,12,21347,10229,2024-10-22T08:00:19
2024-11-02 06:00:00,524,2024-11-02T06:00:00,2024-11-02,13,21347,10157,2024-10-22T08:00:19
2024-11-02 06:30:00,525,2024-11-02T06:30:00,2024-11-02,14,21347,10081,2024-10-22T08:00:19
2024-11-02 07:00:00,526,2024-11-02T07:00:00,2024-11-02,15,21347,10004,2024-10-22T08:00:19
2024-11-02 07:30:00,527,2024-11-02T07:30:00,2024-11-02,16,21347,9927,2024-10-22T08:00:19
2024-11-02 08:00:00,528,2024-11-02T08:00:00,2024-11-02,17,21347,9850,2024-10-22T08:00:19
2024-11-02 08:30:00,529,2024-11-02T08:30:00,2024-11-02,18,21347,9773,2024-10-22T08:00:19
2024-11-02 09:00:00,530,2024-11-02T09:00:00,2024-11-02,19,21347,9695,2024-10-22T08:00:19
2024-11-02 09:30:00,531,2024-11-02T09:30:00,2024-11-02,20,21347,9616,2024-10-22T08:00:19
2024-11-02 10:00:00,532,2024-11-02T10:00:00,2024-11-02,21,21347,9537,2024-10-22T08:00:19
2024-11-02 10:30:00,533,2024-11-02T10:30:00,2024-11-02,22,21347,9459,2024-10-22T08:00:19
2024-11-02 11:00:00,534,2024-11-02T11:00:00,2024-11-02,23,21347,9380,2024-10-22T08:00:19
2024-11-02 11:30:00,535,2024-11-02T11:30:00,2024-11-02,24,21347,9301,2024-10-22T08:00:19
2024-11-02 12:00:00,536,2024-11-02T12:00:00,2024-11-02,25,21347,9237,2024-10-22T08:00:19
2024-11-02 12:30:00,537,2024-11-02T12:30:00,2024-11-02,26,21347,9188,2024-10-22T08:00:19
2024-11-02 13:00:00,538,2024-11-02T13:00:00,2024-11-02,27,21347,9139,2024-10-22T08:00:19
2024-11-02 13:30:00,539,2024-11-02T13:30:00,2024-11-02,28,21347,9090,2024-10-22T08:00:19
2024-11-02 14:00:00,540,2024-11-02T14:00:00,2024-11-02,29,21347,9042,2024-10-22T08:00:19
2024-11-02 14:30:00,541,2024-11-02T14:30:00,2024-11-02,30,21347,8994,2024-10-22T08:00:19
2024-11-02 15:00:00,542,2024-11-02T15:00:00,2024-11-02,31,21347,8946,2024-10-22T08:00:19
2024-11-02 15:30:00,543,2024-11-02T15:30:00,2024-11-02,32,21347,8897,2024-10-22T08:00:19
2024-11-02 16:00:00,544,2024-11-02T16:00:00,2024-11-02,33,21347,8849,2024-10-22T08:00:19
2024-11-02 16:30:00,545,2024-11-02T16:30:00,2024-11-02,34,21347,8802,2024-10-22T08:00:19
2024-11-02 17:00:00,546,2024-11-02T17:00:00,2024-11-02,35,21347,8754,2024-10-22T08:00:19
2024-11-02 17:30:00,547,2024-11-02T17:30:00,2024-11-02,36,21347,8706,2024-10-22T08:00:19
2024-11-02 18:00:00,548,2024-11-02T18:00:00,2024-11-02,37,21347,8707,2024-10-22T08:00:19
2024-11-02 18:30:00,549,2024-11-02T18:30:00,2024-11-02,38,21347,8755,2024-10-22T08:00:19
2024-11-02 19:00:00,550,2024-11-02T19:00:00,2024-11-02,39,21347,8803,2024-10-22T08:00:19
2024-11-02 19:30:00,551,2024-11-02T19:30:00,2024-11-02,40,21347,8851,2024-10-22T08:00:19
2024-11-02 20:00:00,552,2024-11-02T20:00:00,2024-11-02,41,21347,8900,2024-10-22T08:00:19
2024-11-02 20:30:00,553,2024-11-02T20:30:00,2024-11-02,42,21347,8949,2024-10-22T08:00:19
2024-11-02 21:00:00,554,2024-11-02T21:00:00,2024-11-02,43,21347,8997,2024-10-22T08:00:19
2024-11-02 21:30:00,555,2024-11-02T21:30:00,2024-11-02,44,21347,9045,2024-10-22T08:00:19
2024-11-02 22:00:00,556,2024-11-02T22:00:00,2024-11-02,45,21347,9094,2024-10-22T08:00:19
2024-11-02 22:30:00,557,2024-11-02T22:30:00,2024-11-02,46,21347,9143,2024-10-22T08:00:19
2024-11-02 23:00:00,558,2024-11-02T23:00:00,2024-11-02,47,21347,9192,2024-10-22T08:00:19
2024-11-02 23:30:00,559,2024-11-02T23:30:00,2024-11-02,48,21347,9240,2024-10-22T08:00:19
2024-11-03 00:00:00,560,2024-11-03T00:00:00,2024-11-03,1,21347,9288,2024-10-22T08:00:19
2024-11-03 00:30:00,561,2024-11-03T00:30:00,2024-11-03,2,21347,9336,2024-10-22T08:00:19
2024-11-03 01:00:00,562,2024-11-03T01:00:00,2024-11-03,3,21347,9383,2024-10-22T08:00:19
2024-11-03 01:30:00,563,2024-11-03T01:30:00,2024-11-03,4,21347,9429,2024-10-22T08:00:19
2024-11-03 02:00:00,564,2024-11-03T02:00:00,2024-11-03,5,21347,9476,2024-10-22T08:00:19
2024-11-03 02:30:00,565,2024-11-03T02:30:00,2024-11-03,6,21347,9523,2024-10-22T08:00:19
2024-11-03 03:00:00,566,2024-11-03T03:00:00,2024-11-03,7,21347,9570,2024-10-22T08:00:19
2024-11-03 03:30:00,567,2024-11-03T03:30:00,2024-11-03,8,21347,9616,2024-10-22T08:00:19
2024-11-03 04:00:00,568,2024-11-03T04:00:00,2024-11-03,9,21347,9662,2024-10-22T08:00:19
2024-11-03 04:30:00,569,2024-11-03T04:30:00,2024-11-03,10,21347,9708,2024-10-22T08:00:19
2024-11-03 05:00:00,570,2024-11-03T05:00:00,2024-11-03,11,21347,9754,2024-10-22T08:00:19
2024-11-03 05:30:00,571,2024-11-03T05:30:00,2024-11-03,12,21347,9800,2024-10-22T08:00:19
2024-11-03 06:00:00,572,2024-11-03T06:00:00,2024-11-03,13,21347,9861,2024-10-22T08:00:19
2024-11-03 06:30:00,573,2024-11-03T06:30:00,2024-11-03,14,21347,9938,2024-10-22T08:00:19
2024-11-03 07:00:00,574,2024-11-03T07:00:00,2024-11-03,15,21347,10015,2024-10-22T08:00:19
2024-11-03 07:30:00,575,2024-11-03T07:30:00,2024-11-03,16,21347,10091,2024-10-22T08:00:19
2024-11-03 08:00:00,576,2024-11-03T08:00:00,2024-11-03,17,21347,10167,2024-10-22T08:00:19
2024-11-03 08:30:00,577,2024-11-03T08:30:00,2024-11-03,18,21347,10244,2024-10-22T08:00:19
2024-11-03 09:00:00,578,2024-11-03T09:00:00,2024-11-03,19,21347,10320,2024-10-22T08:00:19
2024-11-03 09:30:00,579,2024-11-03T09:30:00,2024-11-03,20,21347,10395,2024-10-22T08:00:19
2024-11-03 10:00:00,580,2024-11-03T10:00:00,2024-11-03,21,21347,10471,2024-10-22T08:00:19
2024-11-03 10:30:00,581,2024-11-03T10:30:00,2024-11-03,22,21347,10546,2024-10-22T08:00:19
2024-11-03 11:00:00,582,2024-11-03T11:00:00,2024-11-03,23,21347,10621,2024-10-22T08:00:19
2024-11-03 11:30:00,583,2024-11-03T11:30:00,2024-11-03,24,21347,10696,2024-10-22T08:00:19
2024-11-03 12:00:00,584,2024-11-03T12:00:00,2024-11-03,25,21347,10756,2024-10-22T08:00:19
2024-11-03 12:30:00,585,2024-11-03T12:30:00,2024-11-03,26,21347,10799,2024-10-22T08:00:19
2024-11-03 13:00:00,586,2024-11-03T13:00:00,2024-11-03,27,21347,10843,2024-10-22T08:00:19
2024-11-03 13:30:00,587,2024-11-03T13:30:00,2024-11-03,28,21347,10886,2024-10-22T08:00:19
2024-11-03 14:00:00,588,2024-11-03T14:00:00,2024-11-03,29,21347,10929,2024-10-22T08:00:19
2024-11-03 14:30:00,589,2024-11-03T14:30:00,2024-11-03,30,21347,10972,2024-10-22T08:00:19
2024-11-03 15:00:00,590,2024-11-03T15:00:00,2024-11-03,31,21347,11014,2024-10-22T08:00:19
2024-11-03 15:30:00,591,2024-11-03T15:30:00,2024-11-03,32,21347,11056,2024-10-22T08:00:19
2024-11-03 16:00:00,592,2024-11-03T16:00:00,2024-11-03,33,21347,11097,2024-10-22T08:00:19
2024-11-03 16:30:00,593,2024-11-03T16:30:00,2024-11-03,34,21347,11139,2024-10-22T08:00:19
2024-11-03 17:00:00,594,2024-11-03T17:00:00,2024-11-03,35,21347,11180,2024-10-22T08:00:19
2024-11-03 17:30:00,595,2024-11-03T17:30:00,2024-11-03,36,21347,11221,2024-10-22T08:00:19
2024-11-03 18:00:00,596,2024-11-03T18:00:00,2024-11-03,37,21347,11225,2024-10-22T08:00:19
2024-11-03 18:30:00,597,2024-11-03T18:30:00,2024-11-03,38,21347,11192,2024-10-22T08:00:19
2024-11-03 19:00:00,598,2024-11-03T19:00:00,2024-11-03,39,21347,11158,2024-10-22T08:00:19
2024-11-03 19:30:00,599,2024-11-03T19:30:00,2024-11-03,40,21347,11124,2024-10-22T08:00:19
2024-11-03 20:00:00,600,2024-11-03T20:00:00,2024-11-03,41,21347,11090,2024-10-22T08:00:19
2024-11-03 20:30:00,601,2024-11-03T20:30:00,2024-11-03,42,21347,11055,2024-10-22T08:00:19
2024-11-03 21:00:00,602,2024-11-03T21:00:00,2024-11-03,43,21347,11020,2024-10-22T08:00:19
2024-11-03 21:30:00,603,2024-11-03T21:30:00,2024-11-03,44,21347,10984,2024-10-22T08:00:19
2024-11-03 22:00:00,604,2024-11-03T22:00:00,2024-11-03,45,21347,10948,2024-10-22T08:00:19
2024-11-03 22:30:00,605,2024-11-03T22:30:00,2024-11-03,46,21347,10911,2024-10-22T08:00:19
2024-11-03 23:00:00,606,2024-11-03T23:00:00,2024-11-03,47,21347,10874,2024-10-22T08:00:19
2024-11-03 23:30:00,607,2024-11-03T23:30:00,2024-11-03,48,21347,10837,2024-10-22T08:00:19
2024-11-04 00:00:00,608,2024-11-04T00:00:00,2024-11-04,1,21347,10784,2024-10-22T08:00:19
2024-11-04 00:30:00,609,2024-11-04T00:30:00,2024-11-04,2,21347,10716,2024-10-22T08:00:19
2024-11-04 01:00:00,610,2024-11-04T01:00:00,2024-11-04,3,21347,10648,2024-10-22T08:00:19
2024-11-04 01:30:00,611,2024-11-04T01:30:00,2024-11-04,4,21347,10579,2024-10-22T08:00:19
2024-11-04 02:00:00,612,2024-11-04T02:00:00,2024-11-04,5,21347,10511,2024-10-22T08:00:19
2024-11-04 02:30:00,613,2024-11-04T02:30:00,2024-11-04,6,21347,10442,2024-10-22T08:00:19
2024-11-04 03:00:00,614,2024-11-04T03:00:00,2024-11-04,7,21347,10373,2024-10-22T08:00:19
2024-11-04 03:30:00,615,2024-11-04T03:30:00,2024-11-04,8,21347,10304,2024-10-22T08:00:19
2024-11-04 04:00:00,616,2024-11-04T04:00:00,2024-11-04,9,21347,10235,2024-10-22T08:00:19
2024-11-04 04:30:00,617,2024-11-04T04:30:00,2024-11-04,10,21347,10166,2024-10-22T08:00:19
2024-11-04 05:00:00,618,2024-11-04T05:00:00,2024-11-04,11,21347,10097,2024-10-22T08:00:19
2024-11-04 05:30:00,619,2024-11-04T05:30:00,2024-11-04,12,21347,10028,2024-10-22T08:00:19
2024-11-04 06:00:00,620,2024-11-04T06:00:00,2024-11-04,13,21347,9952,2024-10-22T08:00:19
2024-11-04 06:30:00,621,2024-11-04T06:30:00,2024-11-04,14,21347,9869,2024-10-22T08:00:19
2024-11-04 07:00:00,622,2024-11-04T07:00:00,2024-11-04,15,21347,9786,2024-10-22T08:00:19
2024-11-04 07:30:00,623,2024-11-04T07:30:00,2024-11-04,16,21347,9702,2024-10-22T08:00:19
2024-11-04 08:00:00,624,2024-11-04T08:00:00,2024-11-04,17,21347,9619,2024-10-22T08:00:19
2024-11-04 08:30:00,625,2024-11-04T08:30:00,2024-11-04,18,21347,9536,2024-10-22T08:00:19
2024-11-04 09:00:00,626,2024-11-04T09:00:00,2024-11-04,19,21347,9452,2024-10-22T08:00:19
2024-11-04 09:30:00,627,2024-11-04T09:30:00,2024-11-04,20,21347,9368,2024-10-22T08:00:19
2024-11-04 10:00:00,628,2024-11-04T10:00:00,2024-11-04,21,21347,9283,2024-10-22T08:00:19
2024-11-04 10:30:00,629,2024-11-04T10:30:00,2024-11-04,22,21347,9199,2024-10-22T08:00:19
2024-11-04 11:00:00,630,2024-11-04T11:00:00,2024-11-04,23,21347,9115,2024-10-22T08:00:19
2024-11-04 11:30:00,631,2024-11-04T11:30:00,2024-11-04,24,21347,9031,2024-10-22T08:00:19
2024-11-04 12:00:00,632,2024-11-04T12:00:00,2024-11-04,25,21347,8961,2024-10-22T08:00:19
2024-11-04 12:30:00,633,2024-11-04T12:30:00,2024-11-04,26,21347,8907,2024-10-22T08:00:19
2024-11-04 13:00:00,634,2024-11-04T13:00:00,2024-11-04,27,21347,8852,2024-10-22T08:00:19
2024-11-04 13:30:00,635,2024-11-04T13:30:00,2024-11-04,28,21347,8798,2024-10-22T08:00:19
2024-11-04 14:00:00,636,2024-11-04T14:00:00,2024-11-04,29,21347,8743,2024-10-22T08:00:19
2024-11-04 14:30:00,637,2024-11-04T14:30:00,2024-11-04,30,21347,8689,2024-10-22T08:00:19
2024-11-04 15:00:00,638,2024-11-04T15:00:00,2024-11-04,31,21347,8635,2024-10-22T08:00:19
2024-11-04 15:30:00,639,2024-11-04T15:30:00,2024-11-04,32,21347,8581,2024-10-22T08:00:19
2024-11-04 16:00:00,640,2024-11-04T16:00:00,2024-11-04,33,21347,8527,2024-10-22T08:00:19
2024-11-04 16:30:00,641,2024-11-04T16:30:00,2024-11-04,34,21347,8473,2024-10-22T08:00:19
2024-11-04 17:00:00,642,2024-11-04T17:00:00,2024-11-04,35,21347,8419,2024-10-22T08:00:19
2024-11-04 17:30:00,643,2024-11-04T17:30:00,2024-11-04,36,21347,8365,2024-10-22T08:00:19
2024-11-04 18:00:00,644,2024-11-04T18:00:00,2024-11-04,37,21347,8305,2024-10-22T08:00:19
2024-11-04 18:30:00,645,2024-11-04T18:30:00,2024-11-04,38,21347,8239,2024-10-22T08:00:19
2024-11-04 19:00:00,646,2024-11-04T19:00:00,2024-11-04,39,21347,8172,2024-10-22T08:00:19
2024-11-04 19:30:00,647,2024-11-04T19:30:00,2024-11-04,40,21347,8106,2024-10-22T08:00:19
2024-11-04 20:00:00,648,2024-11-04T20:00:00,2024-11-04,41,21347,8039,2024-10-22T08:00:19
2024-11-04 20:30:00,649,2024-11-04T20:30:00,2024-11-04,42,21347,7973,2024-10-22T08:00:19
2024-11-04 21:00:00,650,2024-11-04T21:00:00,2024-11-04,43,21347,7906,2024-10-22T08:00:19
2024-11-04 21:30:00,651,2024-11-04T21:30:00,2024-11-04,44,21347,7839,2024-10-22T08:00:19
2024-11-04 22:00:00,652,2024-11-04T22:00:00,2024-11-04,45,21347,8577,2024-10-22T08:00:19
2024-11-04 22:30:00,653,2024-11-04T22:30:00,2024-11-04,46,21347,10121,2024-10-22T08:00:19
